step,reward_mean,reward_std,cumulative_reward_mean,cumulative_reward_std,optimal_action_mean,optimal_action_std,regret_mean,regret_std
0,-0.08725217045125358,1.5802557032143214,-0.08725217045125358,1.5802557032143214,0.09,0.2861817604250837,1.6004182894628043,1.6003158162052287
1,0.13449177401771098,1.4068425849530921,0.04723960356645727,2.4193678585962104,0.14,0.3469870314579498,2.9790926344566433,2.4650133238026277
2,0.3771879136092268,1.489800315038419,0.4244275171756843,3.267669342650475,0.18,0.38418745424597167,4.1150708398589675,3.3484773218137427
3,0.4178789307971237,1.3097744766464412,0.8423064479728076,3.9460160824403787,0.2,0.3999999999999994,5.210358028073394,3.9892791885001095
4,0.706895879556582,1.3226896072488645,1.54920232752939,4.674190806635783,0.21,0.4073082370883263,6.016628267528365,4.642837557999959
5,0.6867778048096324,1.3317164796404521,2.2359801323390225,5.4166151964917475,0.24,0.427083130081253,6.84301658173028,5.321379208449274
6,0.675086780152937,1.360630682582254,2.9110669124919597,6.099522732909024,0.24,0.427083130081253,7.681095920588895,5.944871043198388
7,0.6812954967726172,1.184883496967337,3.5923624092645774,6.749511878370069,0.27,0.44395945760846267,8.512966542827828,6.477733432518457
8,0.6698078736502834,1.3392746646894493,4.262170282914858,7.417497627246512,0.27,0.44395945760846267,9.356324788189099,7.083964076673974
9,0.7527186116644333,1.1782622875266944,5.014888894579293,8.009477283028465,0.29,0.4537620521815368,10.116772295536213,7.584190254411825
10,0.669100623208264,1.3125351225109767,5.683989517787557,8.582677176278937,0.3,0.4582575694955838,10.960837791339502,8.09253019565984
11,0.7965393117757066,1.2771785926969825,6.480528829563267,9.237625053668783,0.3,0.4582575694955838,11.677464598575346,8.626542375330795
12,0.7789394470057066,1.376524249821673,7.2594682765689695,9.832871509738663,0.3,0.4582575694955838,12.411691270581189,9.105076476144863
13,0.6895761898404946,1.2752937667265094,7.949044466409468,10.453572283280382,0.33,0.47021271782034946,13.23528119975225,9.664704233238634
14,0.9419554539650159,1.2197703004757037,8.89099992037448,11.040486086134722,0.35,0.47696960070847255,13.806491864798783,10.129550150458515
15,0.933818861402187,1.1791420564067572,9.824818781776665,11.565659980269071,0.36,0.48000000000000004,14.385839122408138,10.438494514502676
16,1.0363603217537074,1.1044338172772452,10.861179103530372,11.99688854030487,0.38,0.4853864439804638,14.862644919665989,10.902192083759546
17,0.9218328064547263,1.0733353535239218,11.7830119099851,12.528011510469284,0.38,0.4853864439804638,15.453978232222806,11.376507545828371
18,1.0750705799239244,1.0110844865583721,12.858082489909023,13.00814427595193,0.39,0.48774993593028826,15.892073771310434,11.943478170676585
19,0.9491839409774937,1.112541385044329,13.807266430886516,13.253612154664067,0.36,0.48000000000000004,16.45605594934449,12.332139328126992
20,0.9948751828899883,1.4170419874573812,14.802141613776508,13.796783078457182,0.37,0.48280430818293274,16.97434688546606,12.744836925470855
21,0.9920908932620478,1.2496197571434777,15.79423250703855,14.408068699579113,0.39,0.48774993593028826,17.495422111215554,13.435978842118683
22,1.0587687169644686,1.1097754391482553,16.853001224003027,14.855908499060146,0.38,0.4853864439804638,17.94981951326264,13.953355444740776
23,1.271804814560231,1.1431049193616722,18.124806038563253,15.413975422645517,0.38,0.4853864439804638,18.19118081771396,14.414009036314543
24,0.8826730042454982,1.0424783285095602,19.007479042808754,15.888826739391305,0.38,0.4853864439804638,18.821673932480007,14.850854495122755
25,0.7384558053814922,1.274370492071022,19.74593484819024,16.631644567637682,0.37,0.48280430818293274,19.596384246110073,15.417211668219476
26,1.0854096091680001,1.347804771372647,20.831344457358245,17.23376305870222,0.38,0.4853864439804638,20.02414075595362,15.857631412887516
27,0.9463368757543442,1.165914937715449,21.777681333112596,17.63117515125102,0.39,0.48774993593028826,20.59096999921082,16.122140409461743
28,1.1457109087905826,1.3216002617212146,22.92339224190317,18.348453141542286,0.39,0.48774993593028826,20.958425209431795,16.66705921033799
29,0.9851093552794995,1.1111594209268965,23.90850159718268,18.84614430028316,0.39,0.48774993593028826,21.486481973163844,17.108340462293082
30,0.9549935408782008,1.2169882780999353,24.863495138060863,19.440806121800133,0.39,0.48774993593028826,22.044654551297196,17.733301373202888
31,0.9361849804331926,1.1917799829145626,25.799680118494067,20.075817734976752,0.39,0.48774993593028826,22.621635689875557,18.331693654326813
32,0.8668947837796216,1.097109934385902,26.666574902273695,20.379963111984825,0.39,0.48774993593028826,23.267907025107487,18.77572901903641
33,0.8631290976773852,1.1914627869790348,27.52970399995107,20.866090185136073,0.39,0.48774993593028826,23.917944046441644,19.246200850711748
34,1.0456207168951333,1.062014258398338,28.575324716846193,21.420116548899014,0.39,0.48774993593028826,24.385489448558065,19.886548733883643
35,0.9780972299275507,1.1071277347895114,29.553421946773756,21.9770724145805,0.39,0.48774993593028826,24.920558337642056,20.44094986187967
36,1.0560420335668415,0.9634320164682421,30.609463980340596,22.248599156503385,0.39,0.48774993593028826,25.37768242308677,20.827841966001632
37,1.1858937193828445,1.2011184215822934,31.79535769972345,22.778927536711823,0.39,0.48774993593028826,25.704954822715475,21.218134580356516
38,0.9669773932097603,1.213484919711784,32.76233509293319,23.294348531156796,0.39,0.48774993593028826,26.251143548517277,21.725431423740577
39,1.085077739132853,1.1997488473133462,33.84741283206605,23.995803577365695,0.38,0.4853864439804638,26.679231928395957,22.341193558836103
40,1.0095709957083763,1.2630724754706613,34.85698382777443,24.536726271608575,0.39,0.48774993593028826,27.18282705169915,22.945224426443552
41,1.1020908047680495,1.0824920497114825,35.95907463254248,25.119743238313482,0.39,0.48774993593028826,27.59390236594265,23.61878648167529
42,1.0489125702457178,1.1244712986445198,37.00798720278819,25.804749021933063,0.38,0.4853864439804638,28.058155914708472,24.119210750768886
43,1.0677819258209238,1.0759072662610836,38.075769128609124,26.33607274010916,0.4,0.4898979485566356,28.503540107899106,24.636554407168298
44,0.9109112327253208,1.03950253483774,38.986680361334436,26.742195478710755,0.39,0.48774993593028826,29.105794994185334,25.058866887444655
45,0.9822293708304821,1.205600036985768,39.96890973216491,27.302773939245785,0.4,0.4898979485566356,29.636731742366397,25.615391448282296
46,1.0775152385558568,1.1954656441379743,41.04642497072078,27.872484703281916,0.4,0.4898979485566356,30.072382622822097,26.138839767971458
47,0.9572537717599543,1.0905981999151702,42.00367874248072,28.406579657788615,0.38,0.4853864439804638,30.628294970073686,26.59201353472584
48,1.0464109283559317,1.2802278313613,43.05008967083667,29.017566055449155,0.38,0.4853864439804638,31.095050160729308,27.257277359659714
49,1.1467239885377867,1.2157218346547782,44.196813659374484,29.539382120639814,0.38,0.4853864439804638,31.461492291203072,27.86675070712097
50,1.186069663586557,1.0448046350239233,45.38288332296101,30.056860195491275,0.39,0.48774993593028826,31.78858874662807,28.329158479569987
51,1.098230968743122,1.1855813717846004,46.48111429170415,30.62403791065779,0.4,0.4898979485566356,32.203523896896506,28.760722436236257
52,1.0909532383650156,1.1486019823116402,47.572067530069134,30.976890303701126,0.4,0.4898979485566356,32.625736777543025,29.23524791960547
53,1.0622152973443315,1.2141137087698373,48.63428282741348,31.512516677623484,0.4,0.4898979485566356,33.07668759921026,29.735864849125775
54,0.8444920202386524,1.176795342126337,49.47877484765214,31.99402773684962,0.4,0.4898979485566356,33.74536169798316,30.27217666229134
55,1.0066880534546296,1.15309110622638,50.48546290110678,32.56176171361068,0.41,0.49183330509431744,34.25183976354006,30.81149001200617
56,1.184317562489381,1.2007229521620457,51.66978046359616,33.20951897949411,0.41,0.49183330509431744,34.580688320062244,31.467548684207472
57,1.2829912913475041,1.201346127568336,52.95277175494364,33.8242896666532,0.41,0.49183330509431744,34.81086314772629,32.103438914560826
58,0.9748923104311231,1.1567860094588998,53.927664065374756,34.37361522964384,0.41,0.49183330509431744,35.34913695630671,32.75323774345191
59,0.9392297368172148,1.1724734042629532,54.866893802191974,34.74260855593437,0.4,0.4898979485566356,35.92307333850105,33.217383880924956
60,1.1053935010596663,1.0560990292899364,55.97228730325164,35.3092851902515,0.4,0.4898979485566356,36.33084595645292,33.76722153615642
61,1.0440039970439932,1.0962658463791695,57.01629130029564,35.75282778204193,0.4,0.4898979485566356,36.80000807842048,34.32728932014726
62,1.1824820669382143,1.0803048891591487,58.19877336723384,36.137737315910634,0.41,0.49183330509431744,37.13069213049382,34.80216523366426
63,1.0220796665341068,1.1132583412774102,59.22085303376797,36.67975616514191,0.41,0.49183330509431744,37.62177858297128,35.125858964564664
64,1.0477205401164373,1.1187817901197077,60.26857357388442,37.30063521266672,0.41,0.49183330509431744,38.08722416186639,35.903916879277666
65,1.0432161790770202,1.121137812758371,61.31178975296144,37.926904479541534,0.41,0.49183330509431744,38.557174101800925,36.55757869790936
66,1.071137940237488,1.1542746814544516,62.38292769319891,38.38165631662608,0.41,0.49183330509431744,38.99920228057497,37.03545800438432
67,1.091081518489196,1.1792057677214025,63.47400921168812,38.97353931619934,0.41,0.49183330509431744,39.421286881097345,37.59592348365005
68,0.8579654406397984,1.2904470158705075,64.33197465232794,39.546432617217036,0.41,0.49183330509431744,40.07648755946907,38.17293647280121
69,1.0314592228751982,1.1688166702840326,65.36343387520313,40.10693837273247,0.41,0.49183330509431744,40.55819445560545,38.649280258686794
70,1.1453094208529204,1.0974575129503257,66.50874329605602,40.65477550065087,0.41,0.49183330509431744,40.926051153764064,39.257555613392206
71,1.038887989773495,1.0864498369498028,67.54763128582955,41.16313812154681,0.41,0.49183330509431744,41.40032928300212,39.731106109815215
72,1.1865242537821072,1.0777017314363926,68.73415553961163,41.64580586474235,0.4,0.4898979485566356,41.72697114823155,40.27897775791696
73,1.0285155621145043,1.0360135842443041,69.76267110172617,42.017823711561476,0.41,0.49183330509431744,42.21162170512861,40.63740453687997
